Date,Close
2020-01-02,72.47
2020-01-03,71.76
2020-01-06,72.34
2020-01-07,72.0
2020-01-08,73.15
2020-01-09,74.71
2020-01-10,74.88
2020-01-13,76.48
2020-01-14,75.44
2020-01-15,75.12
2020-01-16,76.06
2020-01-17,76.9
2020-01-21,76.38
2020-01-22,76.65
2020-01-23,77.02
2020-01-24,76.8
2020-01-27,74.54
2020-01-28,76.65
2020-01-29,78.26
2020-01-30,78.14
2020-01-31,74.68
2020-02-03,74.47
2020-02-04,76.93
2020-02-05,77.56
2020-02-06,78.47
2020-02-07,77.4
2020-02-10,77.77
2020-02-11,77.3
2020-02-12,79.13
2020-02-13,78.57
2020-02-14,78.59
2020-02-18,77.15
2020-02-19,78.27
2020-02-20,77.47
2020-02-21,75.71
2020-02-24,72.12
2020-02-25,69.67
2020-02-26,70.78
2020-02-27,66.15
2020-02-28,66.11
2020-03-02,72.27
2020-03-03,69.97
2020-03-04,73.22
2020-03-05,70.84
2020-03-06,69.9
2020-03-09,64.37
2020-03-10,69.01
2020-03-11,66.61
2020-03-12,60.03
2020-03-13,67.23
2020-03-16,58.58
2020-03-17,61.15
2020-03-18,59.66
2020-03-19,59.2
2020-03-20,55.44
2020-03-23,54.26
2020-03-24,59.71
2020-03-25,59.38
2020-03-26,62.5
2020-03-27,59.92
2020-03-30,61.63
2020-03-31,61.5
2020-04-01,58.26
2020-04-02,59.24
2020-04-03,58.39
2020-04-06,63.48
2020-04-07,62.74
2020-04-08,64.35
2020-04-09,64.81
2020-04-13,66.09
2020-04-14,69.42
2020-04-15,68.79
2020-04-16,69.34
2020-04-17,68.4
2020-04-20,66.98
2020-04-21,64.91
2020-04-22,66.78
2020-04-23,66.52
2020-04-24,68.44
2020-04-27,68.49
2020-04-28,67.38
2020-04-29,69.59
2020-04-30,71.06
2020-05-01,69.91
2020-05-04,70.9
2020-05-05,71.97
2020-05-06,72.71
2020-05-07,73.46
2020-05-08,75.21
2020-05-11,76.39
2020-05-12,75.52
2020-05-13,74.61
2020-05-14,75.07
2020-05-15,74.62
2020-05-18,76.38
2020-05-19,75.94
2020-05-20,77.42
2020-05-21,76.84
2020-05-22,77.33
2020-05-26,76.81
2020-05-27,77.14
2020-05-28,77.18
2020-05-29,77.1
2020-06-01,78.05
2020-06-02,78.41
2020-06-03,78.84
2020-06-04,78.16
2020-06-05,80.39
2020-06-08,80.87
2020-06-09,83.42
2020-06-10,85.57
2020-06-11,81.46
2020-06-12,82.16
2020-06-15,83.18
2020-06-16,85.38
2020-06-17,85.26
2020-06-18,85.3
2020-06-19,84.81
2020-06-22,87.03
2020-06-23,88.89
2020-06-24,87.32
2020-06-25,88.48
2020-06-26,85.76
2020-06-29,87.73
2020-06-30,88.47
2020-07-01,88.3
2020-07-02,88.3
2020-07-06,90.66
2020-07-07,90.38
2020-07-08,92.48
2020-07-09,92.88
2020-07-10,93.04
2020-07-13,92.62
2020-07-14,94.15
2020-07-15,94.8
2020-07-16,93.63
2020-07-17,93.44
2020-07-20,95.41
2020-07-21,94.09
2020-07-22,94.36
2020-07-23,90.06
2020-07-24,89.84
2020-07-27,91.97
2020-07-28,90.46
2020-07-29,92.19
2020-07-30,93.31
2020-07-31,103.08
2020-08-03,105.67
2020-08-04,106.38
2020-08-05,106.76
2020-08-06,110.49
2020-08-07,107.98
2020-08-10,109.55
2020-08-11,106.29
2020-08-12,109.82
2020-08-13,111.76
2020-08-14,111.66
2020-08-17,111.37
2020-08-18,112.3
2020-08-19,112.44
2020-08-20,114.94
2020-08-21,120.86
2020-08-24,122.31
2020-08-25,121.3
2020-08-26,122.95
2020-08-27,121.48
2020-08-28,121.28
2020-08-31,125.4
2020-09-01,130.39
2020-09-02,127.69
2020-09-03,117.47
2020-09-04,117.55
2020-09-08,109.64
2020-09-09,114.01
2020-09-10,110.29
2020-09-11,108.84
2020-09-14,112.1
2020-09-15,112.28
2020-09-16,108.97
2020-09-17,107.23
2020-09-18,103.82
2020-09-21,106.97
2020-09-22,108.65
2020-09-23,104.1
2020-09-24,105.17
2020-09-25,109.11
2020-09-28,111.72
2020-09-29,110.87
2020-09-30,112.54
2020-10-01,113.49
2020-10-02,109.83
2020-10-05,113.21
2020-10-06,109.97
2020-10-07,111.83
2020-10-08,111.73
2020-10-09,113.67
2020-10-12,120.89
2020-10-13,117.68
2020-10-14,117.77
2020-10-15,117.3
2020-10-16,115.66
2020-10-19,112.71
2020-10-20,114.19
2020-10-21,113.57
2020-10-22,112.48
2020-10-23,111.79
2020-10-26,111.8
2020-10-27,113.31
2020-10-28,108.06
2020-10-29,112.07
2020-10-30,105.79
2020-11-02,105.7
2020-11-03,107.32
2020-11-04,111.71
2020-11-05,115.67
2020-11-06,115.54
2020-11-09,113.23
2020-11-10,112.89
2020-11-11,116.32
2020-11-12,116.05
2020-11-13,116.09
2020-11-16,117.11
2020-11-17,116.22
2020-11-18,114.9
2020-11-19,115.49
2020-11-20,114.22
2020-11-23,110.83
2020-11-24,112.11
2020-11-25,112.95
2020-11-27,113.49
2020-11-30,115.89
2020-12-01,119.46
2020-12-02,119.81
2020-12-03,119.68
2020-12-04,119.0
2020-12-07,120.46
2020-12-08,121.08
2020-12-09,118.55
2020-12-10,119.97
2020-12-11,119.16
2020-12-14,118.55
2020-12-15,124.49
2020-12-16,124.42
2020-12-17,125.28
2020-12-18,123.3
2020-12-21,124.83
2020-12-22,128.38
2020-12-23,127.48
2020-12-24,128.47
2020-12-28,136.69
2020-12-29,134.87
2020-12-30,133.72
2020-12-31,132.69
2021-01-04,129.41
2021-01-05,131.01
2021-01-06,126.6
2021-01-07,130.92
2021-01-08,132.05
2021-01-11,128.98
2021-01-12,128.8
2021-01-13,130.89
2021-01-14,128.91
2021-01-15,127.14
2021-01-19,127.83
